superficie,fecha,lat,lng,idprovincia,idmunicipio,causa,muertos,heridos,time_ctrl,time_ext,personal,medios,gastos,ALTITUD,TMEDIA,PRECIPITACION,TMIN,TMAX,VELMEDIA,RACHA,SOL,Trimestre,Mes,Año,DIR_VIENTO,PRES_RANGE
1.13,20040519,43.484093,-8.13757,A Coruña,FENE,2,0,0,2.1,2.1,5,1,-1,1,20.0,0,16.8,23.1,2-4 m/s,8.3,10.6,Q2,mayo,2004,S,2.69999999999993
4.0,20040519,43.278636,-8.929837,A Coruña,PONTECESO,2,0,0,3.25,3.25,5,1,-1,1,20.0,0,16.8,23.1,2-4 m/s,8.3,10.6,Q2,mayo,2004,S,2.69999999999993
1.0,20040519,43.278636,-8.929837,A Coruña,PONTECESO,2,0,0,1.3,1.3,8,1,-1,1,20.0,0,16.8,23.1,2-4 m/s,8.3,10.6,Q2,mayo,2004,S,2.69999999999993
4.0,20040519,42.802734,-8.589146,A Coruña,TEO,2,0,0,2.05,2.05,11,4,-1,1,20.0,0,16.8,23.1,2-4 m/s,8.3,10.6,Q2,mayo,2004,S,2.69999999999993
7.0,20040519,42.829811,-8.598595,A Coruña,TEO,2,0,0,1.55,1.55,17,5,-1,1,20.0,0,16.8,23.1,2-4 m/s,8.3,10.6,Q2,mayo,2004,S,2.69999999999993
3.5,20040519,42.788592,-8.608497,A Coruña,TEO,2,0,0,2.45,2.45,11,5,-1,1,20.0,0,16.8,23.1,2-4 m/s,8.3,10.6,Q2,mayo,2004,S,2.69999999999993
6.0,20040519,43.011399,-8.785406,A Coruña,SANTA COMBA,2,0,0,2.0,2.0,9,3,-1,1,20.0,0,16.8,23.1,2-4 m/s,8.3,10.6,Q2,mayo,2004,S,2.69999999999993
1.5,20040519,43.137999,-8.680556,A Coruña,CARBALLO,4,0,0,1.35,1.35,16,4,-1,1,20.0,0,16.8,23.1,2-4 m/s,8.3,10.6,Q2,mayo,2004,S,2.69999999999993
1.2,20040519,42.673902,-8.91086,A Coruña,BOIRO,2,0,0,1.15,1.15,10,2,-1,1,20.0,0,16.8,23.1,2-4 m/s,8.3,10.6,Q2,mayo,2004,S,2.69999999999993
2.4,20040519,43.003092,-8.367801,A Coruña,OROSO,2,0,0,1.5,1.5,11,2,-1,1,20.0,0,16.8,23.1,2-4 m/s,8.3,10.6,Q2,mayo,2004,S,2.69999999999993
2.3,20040519,43.112106,-8.797444,A Coruña,SANTA COMBA,2,0,0,1.35,1.35,5,6,-1,1,20.0,0,16.8,23.1,2-4 m/s,8.3,10.6,Q2,mayo,2004,S,2.69999999999993
1.5,20040520,43.595008,-7.760657,A Coruña,MAÃâÃâN,2,0,0,3.3,3.3,9,3,-1,1,19.1,0,15.2,23.0,< 2 m/s,9.2,10.0,Q2,mayo,2004,W,4.20000000000005
1.5,20040520,43.223627,-8.341676,A Coruña,ABEGONDO,2,0,0,1.5,1.5,9,2,-1,1,19.1,0,15.2,23.0,< 2 m/s,9.2,10.0,Q2,mayo,2004,W,4.20000000000005
5.0,20040520,43.177097,-8.499434,A Coruña,CERCEDA,2,0,0,0.45,0.45,6,1,-1,1,19.1,0,15.2,23.0,< 2 m/s,9.2,10.0,Q2,mayo,2004,W,4.20000000000005
1.0,20040520,43.37842,-8.274046,A Coruña,SADA,2,0,0,3.05,3.05,6,2,-1,1,19.1,0,15.2,23.0,< 2 m/s,9.2,10.0,Q2,mayo,2004,W,4.20000000000005
3.0,20040521,43.137999,-8.680556,A Coruña,CARBALLO,2,0,0,2.05,2.05,6,1,-1,1,16.7,0,14.8,18.6,4-6 m/s,14.2,10.5,Q2,mayo,2004,N,3.0
1.0,20040521,43.37842,-8.274046,A Coruña,SADA,4,0,0,2.1,2.1,12,3,-1,1,16.7,0,14.8,18.6,4-6 m/s,14.2,10.5,Q2,mayo,2004,N,3.0
1.5,20040521,43.017463,-8.21359,A Coruña,FRADES,2,0,0,2.05,2.05,6,1,-1,1,16.7,0,14.8,18.6,4-6 m/s,14.2,10.5,Q2,mayo,2004,N,3.0
3.75,20040521,43.082373,-8.724629,A Coruña,SANTA COMBA,2,0,0,1.5,1.5,11,3,-1,1,16.7,0,14.8,18.6,4-6 m/s,14.2,10.5,Q2,mayo,2004,N,3.0
1.0,20040522,43.163988,-8.545253,A Coruña,CERCEDA,2,0,0,1.25,1.25,6,1,-1,1,18.0,0,14.6,21.5,6-8 m/s,14.2,8.6,Q2,mayo,2004,NE,2.29999999999995
2.0,20040522,43.06081,-8.840693,A Coruña,SANTA COMBA,2,0,0,1.45,1.45,5,1,-1,1,18.0,0,14.6,21.5,6-8 m/s,14.2,8.6,Q2,mayo,2004,NE,2.29999999999995
6.0,20040522,43.06081,-8.840693,A Coruña,SANTA COMBA,2,0,0,2.0,2.0,12,5,-1,1,18.0,0,14.6,21.5,6-8 m/s,14.2,8.6,Q2,mayo,2004,NE,2.29999999999995
5.0,20040522,43.27734,-8.97354,A Coruña,PONTECESO,2,0,0,2.1,2.1,6,2,-1,1,18.0,0,14.6,21.5,6-8 m/s,14.2,8.6,Q2,mayo,2004,NE,2.29999999999995
3.06,20040523,43.196374,-8.480679,A Coruña,CERCEDA,2,0,0,2.55,2.55,11,2,-1,1,17.7,0,12.8,22.6,4-6 m/s,12.8,12.7,Q2,mayo,2004,NE,2.0
3.0,20040523,43.196374,-8.480679,A Coruña,CERCEDA,2,0,0,2.55,2.55,10,1,-1,1,17.7,0,12.8,22.6,4-6 m/s,12.8,12.7,Q2,mayo,2004,NE,2.0
2.0,20040523,43.501867,-8.287932,A Coruña,FERROL,4,0,0,2.35,2.35,9,4,-1,1,17.7,0,12.8,22.6,4-6 m/s,12.8,12.7,Q2,mayo,2004,NE,2.0
1.5,20040523,43.513472,-8.237342,A Coruña,FERROL,2,0,0,1.1,1.1,11,1,-1,1,17.7,0,12.8,22.6,4-6 m/s,12.8,12.7,Q2,mayo,2004,NE,2.0
3.0,20040524,42.695928,-9.004175,A Coruña,PORTO DO SON,2,0,0,1.35,1.35,5,1,-1,1,16.4,0,11.3,21.4,2-4 m/s,8.3,8.8,Q2,mayo,2004,S,2.39999999999998
6.0,20040523,43.399192,-8.320674,A Coruña,OLEIROS,2,0,0,2.25,2.25,12,3,-1,1,17.7,0,12.8,22.6,4-6 m/s,12.8,12.7,Q2,mayo,2004,NE,2.0
2.0,20040524,43.399192,-8.320674,A Coruña,OLEIROS,5,0,0,2.4,2.4,8,1,-1,1,16.4,0,11.3,21.4,2-4 m/s,8.3,8.8,Q2,mayo,2004,S,2.39999999999998
2.0,20040524,43.196374,-8.480679,A Coruña,CERCEDA,2,0,0,1.45,1.45,11,1,-1,1,16.4,0,11.3,21.4,2-4 m/s,8.3,8.8,Q2,mayo,2004,S,2.39999999999998
2.0,20040524,43.371826,-8.025395,A Coruña,MONFERO,3,0,0,0.45,0.45,11,2,-1,1,16.4,0,11.3,21.4,2-4 m/s,8.3,8.8,Q2,mayo,2004,S,2.39999999999998
8.0,20040524,43.530491,-8.284848,A Coruña,FERROL,2,0,0,3.35,3.35,19,6,-1,1,16.4,0,11.3,21.4,2-4 m/s,8.3,8.8,Q2,mayo,2004,S,2.39999999999998
3.6,20040524,42.936918,-9.11435,A Coruña,DUMBRÃÂA,4,0,0,2.25,2.25,12,3,-1,1,16.4,0,11.3,21.4,2-4 m/s,8.3,8.8,Q2,mayo,2004,S,2.39999999999998
6.99,20040524,42.663777,-8.934705,A Coruña,BOIRO,2,0,0,3.15,3.15,16,6,-1,1,16.4,0,11.3,21.4,2-4 m/s,8.3,8.8,Q2,mayo,2004,S,2.39999999999998
1.5,20040524,43.128803,-9.125759,A Coruña,VIMIANZO,2,0,0,1.3,1.3,9,2,-1,1,16.4,0,11.3,21.4,2-4 m/s,8.3,8.8,Q2,mayo,2004,S,2.39999999999998
3.15,20040525,43.329796,-8.490756,A Coruña,ARTEIXO,2,0,0,2.55,2.55,9,2,-1,1,16.7,0,14.6,18.8,2-4 m/s,9.2,3.0,Q2,mayo,2004,W,2.39999999999998
1.0,20040527,43.521279,-8.309654,A Coruña,FERROL,2,0,0,1.05,1.05,10,2,-1,1,15.4,1,11.3,19.5,2-4 m/s,8.1,10.5,Q2,mayo,2004,W,1.0
1.2,20040527,43.082373,-8.724629,A Coruña,SANTA COMBA,2,0,0,1.5,1.5,10,1,-1,1,15.4,1,11.3,19.5,2-4 m/s,8.1,10.5,Q2,mayo,2004,W,1.0
2.2,20040527,43.082373,-8.724629,A Coruña,SANTA COMBA,2,0,0,1.2,1.2,12,2,-1,1,15.4,1,11.3,19.5,2-4 m/s,8.1,10.5,Q2,mayo,2004,W,1.0
1.6,20040602,42.874434,-8.685666,A Coruña,BRIÃâN,4,0,0,1.0,1.0,11,3,-1,1,17.1,0,14.6,19.6,6-8 m/s,13.6,11.8,Q2,junio,2004,N,3.10000000000002
1.85,20040602,43.082373,-8.724629,A Coruña,SANTA COMBA,2,0,0,2.4,2.4,6,2,-1,1,17.1,0,14.6,19.6,6-8 m/s,13.6,11.8,Q2,junio,2004,N,3.10000000000002
1.0,20040602,43.137942,-8.411946,A Coruña,ORDES,2,0,0,1.15,1.15,6,1,-1,1,17.1,0,14.6,19.6,6-8 m/s,13.6,11.8,Q2,junio,2004,N,3.10000000000002
2.0,20040602,43.221178,-8.806059,A Coruña,CORISTANCO,2,0,0,2.2,2.2,10,2,-1,1,17.1,0,14.6,19.6,6-8 m/s,13.6,11.8,Q2,junio,2004,N,3.10000000000002
3.0,20040603,43.636962,-8.111274,A Coruña,VALDOVIÃâO,4,0,0,2.0,2.0,9,1,-1,1,18.8,0,13.5,24.0,2-4 m/s,10.8,13.4,Q2,junio,2004,NE,3.79999999999995
1.0,20040603,43.082373,-8.724629,A Coruña,SANTA COMBA,2,0,0,1.45,1.45,7,2,-1,1,18.8,0,13.5,24.0,2-4 m/s,10.8,13.4,Q2,junio,2004,NE,3.79999999999995
1.5,20040604,42.916127,-8.648048,A Coruña,AMES,2,0,0,2.4,2.4,11,2,-1,1,20.6,0,15.7,25.6,2-4 m/s,7.2,13.5,Q2,junio,2004,N,5.0
3.5,20040604,43.004175,-8.579855,A Coruña,TRAZO,2,0,0,2.35,2.35,14,2,-1,1,20.6,0,15.7,25.6,2-4 m/s,7.2,13.5,Q2,junio,2004,N,5.0
2.5,20040605,43.091603,-8.042579,A Coruña,SOBRADO,2,0,0,3.0,3.0,16,3,-1,1,19.3,0,15.0,23.6,2-4 m/s,6.7,4.1,Q2,junio,2004,N,1.70000000000005
1.0,20040605,43.515554,-8.137555,A Coruña,NEDA,4,0,0,2.3,2.3,8,1,-1,1,19.3,0,15.0,23.6,2-4 m/s,6.7,4.1,Q2,junio,2004,N,1.70000000000005
1.8,20040605,43.595008,-7.760657,A Coruña,MAÃâÃâN,2,0,0,2.1,2.1,5,3,-1,1,19.3,0,15.0,23.6,2-4 m/s,6.7,4.1,Q2,junio,2004,N,1.70000000000005
4.3,20040605,43.14477,-8.100581,A Coruña,CURTIS,2,0,0,2.55,2.55,1,2,-1,1,19.3,0,15.0,23.6,2-4 m/s,6.7,4.1,Q2,junio,2004,N,1.70000000000005
1.3,20040606,43.278636,-8.929837,A Coruña,PONTECESO,2,0,0,2.3,2.3,6,1,-1,1,16.2,0,14.2,18.2,< 2 m/s,5.0,0.0,Q2,junio,2004,NE,1.90000000000009
3.75,20040607,43.090275,-8.772107,A Coruña,SANTA COMBA,2,0,0,1.35,1.35,6,2,-1,1,17.5,0,15.0,20.0,2-4 m/s,7.5,3.8,Q2,junio,2004,NW,4.69999999999993
3.0,20040608,43.152513,-8.035307,A Coruña,CURTIS,1,0,0,1.3,1.3,10,2,-1,1,18.0,0,14.5,21.5,2-4 m/s,7.8,10.9,Q2,junio,2004,W,1.79999999999995
4.0,20040608,43.082373,-8.724629,A Coruña,SANTA COMBA,2,0,0,2.35,2.35,10,4,-1,1,18.0,0,14.5,21.5,2-4 m/s,7.8,10.9,Q2,junio,2004,W,1.79999999999995
1.32,20040608,43.082373,-8.724629,A Coruña,SANTA COMBA,4,0,0,1.35,1.35,6,2,-1,1,18.0,0,14.5,21.5,2-4 m/s,7.8,10.9,Q2,junio,2004,W,1.79999999999995
1.5,20040608,42.786588,-8.648783,A Coruña,PADRÃâN,2,0,0,1.55,1.55,7,2,-1,1,18.0,0,14.5,21.5,2-4 m/s,7.8,10.9,Q2,junio,2004,W,1.79999999999995
4.5,20040608,43.501867,-8.287932,A Coruña,FERROL,2,0,0,1.35,1.35,21,3,-1,1,18.0,0,14.5,21.5,2-4 m/s,7.8,10.9,Q2,junio,2004,W,1.79999999999995
1.6,20040608,43.076461,-9.204368,A Coruña,MUXÃÂA,2,0,0,1.35,1.35,9,2,-1,1,18.0,0,14.5,21.5,2-4 m/s,7.8,10.9,Q2,junio,2004,W,1.79999999999995
1.8,20040609,42.862859,-8.641422,A Coruña,AMES,2,0,0,1.2,1.2,11,3,-1,1,18.3,0,14.6,22.0,2-4 m/s,8.6,10.4,Q2,junio,2004,W,2.60000000000002
1.0,20040609,43.090275,-8.772107,A Coruña,SANTA COMBA,2,0,0,1.3,1.3,11,3,-1,1,18.3,0,14.6,22.0,2-4 m/s,8.6,10.4,Q2,junio,2004,W,2.60000000000002
2.0,20040610,43.27734,-8.97354,A Coruña,PONTECESO,2,0,0,3.45,3.45,11,2,-1,1,18.9,0,16.4,21.4,2-4 m/s,7.2,4.5,Q2,junio,2004,N,2.5
3.3,20040610,42.875529,-8.585333,A Coruña,SANTIAGO DE COMPOSTELA,2,0,0,2.2,2.2,29,8,-1,1,18.9,0,16.4,21.4,2-4 m/s,7.2,4.5,Q2,junio,2004,N,2.5
3.0,20040610,43.278636,-8.929837,A Coruña,PONTECESO,2,0,0,2.25,2.25,11,1,-1,1,18.9,0,16.4,21.4,2-4 m/s,7.2,4.5,Q2,junio,2004,N,2.5
4.5,20040611,42.97541,-9.119204,A Coruña,DUMBRÃÂA,2,0,0,1.5,1.5,12,2,-1,1,18.1,0,16.0,20.2,2-4 m/s,7.2,2.1,Q2,junio,2004,N,1.60000000000002
1.5,20040611,43.076461,-9.204368,A Coruña,MUXÃÂA,2,0,0,3.1,3.1,6,1,-1,1,18.1,0,16.0,20.2,2-4 m/s,7.2,2.1,Q2,junio,2004,N,1.60000000000002
2.5,20040612,42.931503,-8.86615,A Coruña,NEGREIRA,2,0,0,2.15,2.15,9,2,-1,1,20.0,0,17.6,22.4,6-8 m/s,16.9,10.0,Q2,junio,2004,E,1.19999999999993
1.2,20040612,42.884485,-8.63733,A Coruña,AMES,2,0,0,0.55,0.55,11,2,-1,1,20.0,0,17.6,22.4,6-8 m/s,16.9,10.0,Q2,junio,2004,E,1.19999999999993
2.8,20040612,42.819575,-8.857975,A Coruña,NOIA,2,0,0,2.25,2.25,18,1,-1,1,20.0,0,17.6,22.4,6-8 m/s,16.9,10.0,Q2,junio,2004,E,1.19999999999993
2.0,20040612,43.074985,-8.01353,A Coruña,SOBRADO,2,0,0,2.4,2.4,5,0,-1,1,20.0,0,17.6,22.4,6-8 m/s,16.9,10.0,Q2,junio,2004,E,1.19999999999993
3.2,20040612,43.026913,-8.741116,A Coruña,SANTA COMBA,2,0,0,2.05,2.05,6,5,-1,1,20.0,0,17.6,22.4,6-8 m/s,16.9,10.0,Q2,junio,2004,E,1.19999999999993
5.0,20040612,43.082373,-8.724629,A Coruña,SANTA COMBA,2,0,0,3.34,3.34,14,6,-1,1,20.0,0,17.6,22.4,6-8 m/s,16.9,10.0,Q2,junio,2004,E,1.19999999999993
1.5,20040612,43.034389,-8.947608,A Coruña,ZAS,1,0,0,1.55,1.55,24,5,-1,1,20.0,0,17.6,22.4,6-8 m/s,16.9,10.0,Q2,junio,2004,E,1.19999999999993
5.0,20040612,42.903258,-8.81752,A Coruña,NEGREIRA,2,0,0,3.15,3.15,11,1,-1,1,20.0,0,17.6,22.4,6-8 m/s,16.9,10.0,Q2,junio,2004,E,1.19999999999993
5.0,20040613,43.291593,-8.495562,A Coruña,ARTEIXO,2,0,0,3.55,3.55,9,2,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
2.0,20040613,43.351181,-8.482594,A Coruña,ARTEIXO,2,0,0,3.2,3.2,7,2,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
2.0,20040613,43.534708,-8.185687,A Coruña,NARÃâN,2,0,0,2.15,2.15,7,2,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
2.2,20040613,43.297494,-8.395937,A Coruña,CULLEREDO,2,0,0,1.25,1.25,7,2,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
3.6,20040613,43.146232,-8.382241,A Coruña,ORDES,2,0,0,1.2,1.2,6,1,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
3.6,20040613,43.127367,-8.545598,A Coruña,TORDOIA,2,0,0,2.55,2.55,11,2,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
1.0,20040613,42.81202,-8.765401,A Coruña,ROIS,2,0,0,1.15,1.15,6,2,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
1.25,20040613,43.547947,-8.18229,A Coruña,NARÃâN,4,0,0,2.45,2.45,6,1,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
7.0,20040613,43.314407,-8.837036,A Coruña,MALPICA DE BERGANTIÃâOS,2,0,0,3.1,3.1,8,1,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
1.25,20040613,42.825461,-8.801318,A Coruña,LOUSAME,2,0,0,0.5,0.5,6,1,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
2.5,20040613,42.53267,-9.026022,A Coruña,RIBEIRA,2,0,0,1.55,1.55,13,1,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
1.5,20040614,43.406462,-8.150195,A Coruña,PONTEDEUME,4,0,0,2.45,2.45,7,1,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
2.0,20040614,43.364606,-8.331427,A Coruña,OLEIROS,4,0,0,1.45,1.45,10,2,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
6.0,20040613,42.916698,-8.94043,A Coruña,MAZARICOS,2,0,0,3.5,3.5,12,3,-1,1,22.0,0,16.9,27.0,6-8 m/s,14.2,13.6,Q2,junio,2004,NE,1.90000000000009
3.5,20040614,43.146455,-8.749553,A Coruña,CORISTANCO,2,0,0,3.45,3.45,10,1,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
2.0,20040614,43.201826,-8.329232,A Coruña,ABEGONDO,2,0,0,3.0,3.0,6,3,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
1.0,20040614,43.018423,-8.930256,A Coruña,ZAS,2,0,0,2.39,2.39,7,1,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
1.53,20040614,43.124242,-8.22668,A Coruña,MESÃÂA,2,0,0,2.1,2.1,5,1,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
1.5,20040614,43.127367,-8.545598,A Coruña,TORDOIA,2,0,0,2.2,2.2,6,1,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
1.0,20040614,42.903258,-8.81752,A Coruña,NEGREIRA,2,0,0,2.35,2.35,4,1,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
2.0,20040614,43.364606,-8.331427,A Coruña,OLEIROS,2,0,0,2.35,2.35,5,1,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
2.25,20040614,43.068876,-8.926821,A Coruña,ZAS,2,0,0,4.1,4.1,6,2,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
8.0,20040614,43.146455,-8.749553,A Coruña,CORISTANCO,2,0,0,2.55,2.55,4,0,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
3.5,20040614,43.186836,-8.68547,A Coruña,CARBALLO,2,0,0,1.2,1.2,9,3,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
6.75,20040614,43.270022,-8.38433,A Coruña,CULLEREDO,2,0,0,3.55,3.55,15,1,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
6.0,20040614,43.026913,-8.741116,A Coruña,SANTA COMBA,2,0,0,4.05,4.05,5,1,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
2.5,20040614,43.146455,-8.749553,A Coruña,CORISTANCO,2,0,0,1.3,1.3,5,0,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
2.0,20040614,43.594099,-8.130649,A Coruña,VALDOVIÃâO,2,0,0,3.45,3.45,9,2,-1,1,21.3,0,15.6,27.0,4-6 m/s,15.3,12.6,Q2,junio,2004,NE,2.90000000000009
3.0,20040615,43.726467,-7.77748,A Coruña,ORTIGUEIRA,2,0,0,3.05,3.05,5,1,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
3.2,20040615,43.034389,-8.947608,A Coruña,ZAS,2,0,0,2.47,2.47,1,1,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
3.0,20040615,43.371826,-8.025395,A Coruña,MONFERO,2,0,0,3.4,3.4,10,0,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
2.0,20040615,43.146455,-8.749553,A Coruña,CORISTANCO,2,0,0,2.0,2.0,4,0,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
1.0,20040615,43.277319,-8.361962,A Coruña,CAMBRE,2,0,0,2.1,2.1,17,1,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
1.0,20040615,43.32843,-8.264601,A Coruña,BERGONDO,2,0,0,4.1,4.1,5,1,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
3.0,20040615,43.124195,-8.183642,A Coruña,MESÃÂA,2,0,0,3.05,3.05,11,1,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
1.5,20040615,43.594099,-8.130649,A Coruña,VALDOVIÃâO,5,0,0,3.15,3.15,6,1,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
1.0,20040615,43.14477,-8.100581,A Coruña,CURTIS,2,0,0,0.55,0.55,1,0,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
2.9,20040615,43.54733,-8.110599,A Coruña,NARÃâN,2,0,0,3.2,3.2,10,1,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
10.0,20040615,42.831041,-8.358436,A Coruña,TOURO,2,0,0,3.4,3.4,21,5,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
3.0,20040615,43.036098,-8.892316,A Coruña,SANTA COMBA,2,0,0,1.35,1.35,5,1,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
5.0,20040615,42.700129,-8.928184,A Coruña,BOIRO,2,0,0,2.4,2.4,6,1,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
4.0,20040615,43.060419,-8.055628,A Coruña,VILASANTAR,2,0,0,4.0,4.0,5,0,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
1.0,20040615,42.673902,-8.91086,A Coruña,BOIRO,2,0,0,3.01,3.01,3,0,-1,1,21.4,0,16.4,26.5,4-6 m/s,11.9,13.7,Q2,junio,2004,NE,2.69999999999993
1.5,20040616,42.894225,-8.704818,A Coruña,AMES,2,0,0,1.35,1.35,6,1,-1,1,21.4,0,16.0,26.8,2-4 m/s,9.7,13.5,Q2,junio,2004,NE,2.89999999999998
6.0,20040616,42.908835,-8.589152,A Coruña,SANTIAGO DE COMPOSTELA,2,0,0,3.05,3.05,11,1,-1,1,21.4,0,16.0,26.8,2-4 m/s,9.7,13.5,Q2,junio,2004,NE,2.89999999999998
8.0,20040616,43.163988,-8.545253,A Coruña,CERCEDA,2,0,0,3.15,3.15,8,1,-1,1,21.4,0,16.0,26.8,2-4 m/s,9.7,13.5,Q2,junio,2004,NE,2.89999999999998
1.3,20040616,42.780977,-8.802512,A Coruña,LOUSAME,2,0,0,2.55,2.55,8,1,-1,1,21.4,0,16.0,26.8,2-4 m/s,9.7,13.5,Q2,junio,2004,NE,2.89999999999998
2.0,20040616,43.54733,-8.110599,A Coruña,NARÃâN,2,0,0,1.05,1.05,4,0,-1,1,21.4,0,16.0,26.8,2-4 m/s,9.7,13.5,Q2,junio,2004,NE,2.89999999999998
1.1,20040616,43.068876,-8.926821,A Coruña,ZAS,2,0,0,4.0,4.0,7,1,-1,1,21.4,0,16.0,26.8,2-4 m/s,9.7,13.5,Q2,junio,2004,NE,2.89999999999998
5.0,20040616,43.351181,-8.482594,A Coruña,ARTEIXO,2,0,0,2.21,2.21,5,3,-1,1,21.4,0,16.0,26.8,2-4 m/s,9.7,13.5,Q2,junio,2004,NE,2.89999999999998
1.0,20040616,43.371826,-8.025395,A Coruña,MONFERO,1,0,0,3.45,3.45,8,3,-1,1,21.4,0,16.0,26.8,2-4 m/s,9.7,13.5,Q2,junio,2004,NE,2.89999999999998
2.5,20040616,43.294596,-8.801955,A Coruña,MALPICA DE BERGANTIÃâOS,2,0,0,4.02,4.02,9,1,-1,1,21.4,0,16.0,26.8,2-4 m/s,9.7,13.5,Q2,junio,2004,NE,2.89999999999998
8.0,20040616,43.294596,-8.801955,A Coruña,MALPICA DE BERGANTIÃâOS,2,0,0,2.55,2.55,9,2,-1,1,21.4,0,16.0,26.8,2-4 m/s,9.7,13.5,Q2,junio,2004,NE,2.89999999999998
7.0,20040616,43.137621,-8.789613,A Coruña,CORISTANCO,2,0,0,3.4,3.4,18,2,-1,1,21.4,0,16.0,26.8,2-4 m/s,9.7,13.5,Q2,junio,2004,NE,2.89999999999998
2.0,20040617,42.916698,-8.94043,A Coruña,MAZARICOS,2,0,0,1.05,1.05,6,1,-1,1,20.2,0,13.8,26.6,2-4 m/s,9.2,13.1,Q2,junio,2004,W,1.19999999999993
